,Unnamed: 0,id,ball,over,runs,shortText,text,preText,postText,isWide,isNoball,isRetiredHurt,isBoundary,currentBatsmen,currentBowlers,ballTimestamp,currentInning.id,currentInning.balls,currentInning.runs,currentInning.wickets,currentInning.team.name,currentInning.team.shortName,matchOver.maiden,matchOver.runs,matchOver.wickets,matchOver.totalRuns,matchOver.totalWicket,matchOver.runRate,matchOver.requiredRunRate,matchOver.batsmen,matchOver.bowlers,matchOver.teamShortName,matchOver.remainingOvers,matchOver.remainingBalls,matchOver.remainingRuns,matchWicket.id,matchWicket.batsmanName,matchWicket.bowlerName,matchWicket.batsmanRuns,matchWicket.batsmanBalls,matchWicket.text
78,21,212060,4,12,1,"Perera to Gambhir, 1 run","back of a length outside off,  hangs back and guides to third man for a single",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 30, 'balls': 39}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 14, 'balls': 21}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 3.4, 'maidens': 0, 'runs': 20, 'wickets': 0}, {'id': '49535', 'name': 'Nuwan Kulasekara', 'overs': 5, 'maidens': 0, 'runs': 34, 'wickets': 0}]",0.0,85915,79,66,2,India,IND,,,,,,,,,,,,,,,,,,,
79,20,212070,5,12,2,"Perera to Kohli, 2 runs","the running's been a huge improvement on the past, from both these batsmen.  stands atop a short ball, banged in with intent, and gets it to midwicket for a quick single.  misfields and over-runs it, and they come back for a second.",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 22}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 30, 'balls': 39}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 3.5, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '49535', 'name': 'Nuwan Kulasekara', 'overs': 5, 'maidens': 0, 'runs': 34, 'wickets': 0}]",0.0,85915,80,68,2,India,IND,,,,,,,,,,,,,,,,,,,
80,19,212080,6,12,0,"Perera to Kohli, no run","aha,  has a wild flail at a wide delivery at   and misses.",,"<p>Raja: ""I think the right book to take a leaf from is SL's 1996 WC final. After losing their openers, remember their performance (I still remember as it was immediately after my 10th board exams). Who will play Gurusinghe, Ranatunga and de Silva for India today?""</p>",False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 23}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 30, 'balls': 39}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '49535', 'name': 'Nuwan Kulasekara', 'overs': 5, 'maidens': 0, 'runs': 34, 'wickets': 0}]",0.0,85915,81,68,2,India,IND,False,7.0,0.0,68.0,2.0,5.23,5.59,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 23}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 30, 'balls': 39}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '49535', 'name': 'Nuwan Kulasekara', 'overs': 5, 'maidens': 0, 'runs': 34, 'wickets': 0}]",IND,37.0,222.0,207.0,,,,,,
81,18,213010,1,13,0,"Randiv to Gambhir, no run","tossed up on leg,  gets forward and defends","<p>Randiv comes on. Famous in India some time back for bowling a no-ball that denied Sehwag a ton. Was watching the World Cup in his home, got a call up, got into  a flight, landed in Mumbai and here he is in the final! Round the wicket, with a slip.</p>",,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 30, 'balls': 40}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 23}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",0.0,85915,82,68,2,India,IND,,,,,,,,,,,,,,,,,,,
82,17,213020,2,13,0,"Randiv to Gambhir, no run","good delivery, drift into the leg stump, turn and bounce as  looks to play back and then adjusts. Defended in the end from the crease.",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 30, 'balls': 41}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 23}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 0.2, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",0.0,85915,83,68,2,India,IND,,,,,,,,,,,,,,,,,,,
83,16,213030,3,13,2,"Randiv to Gambhir, 2 runs"," drops it at long off. Not the smartest shot from , looking to drive from leg stump, inside out and between cover and long off, he ended up spooning it towards the right of , who was late to run in and dive forward and to the right. How crucial is that?",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 32, 'balls': 42}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 23}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 0.3, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",0.0,85915,84,70,2,India,IND,,,,,,,,,,,,,,,,,,,
84,15,213040,4,13,1,"Randiv to Gambhir, 1 run"," plays an interesting sweep, hitting down on a short ball turning away from off stump, and getting a single to short fine leg",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 33, 'balls': 43}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 23}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 0.4, 'maidens': 0, 'runs': 3, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",0.0,85915,85,71,2,India,IND,,,,,,,,,,,,,,,,,,,
85,14,213050,5,13,0,"Randiv to Kohli, no run","turning in from outside off, defended calmly",<p>Over the wicket with a slip now.</p>,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 16, 'balls': 24}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 33, 'balls': 43}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 0.5, 'maidens': 0, 'runs': 3, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",0.0,85915,86,71,2,India,IND,,,,,,,,,,,,,,,,,,,
86,13,213060,6,13,1,"Randiv to Kohli, 1 run",works him with the spin to long on for a single to end the over,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 17, 'balls': 25}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 33, 'balls': 43}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",0.0,85915,87,72,2,India,IND,False,4.0,0.0,72.0,2.0,5.14,5.63,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 17, 'balls': 25}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 33, 'balls': 43}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",IND,36.0,216.0,203.0,,,,,,
87,12,214010,1,14,0,"Perera to Kohli, no run","back of a length and angling into the pads,  works it off the back foot to the leg side",<p>Perera continues. Mahanama and Chandana are in the field - the latter looks as young as looked in the 96 World Cup!</p>,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 17, 'balls': 26}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 33, 'balls': 43}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4.1, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",0.0,85915,88,72,2,India,IND,,,,,,,,,,,,,,,,,,,
88,11,214020,2,14,1,"Perera to Kohli, 1 run","short of a length again, this time outside off and played into the covers for a single",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 18, 'balls': 27}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 33, 'balls': 43}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4.2, 'maidens': 0, 'runs': 23, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",0.0,85915,89,73,2,India,IND,,,,,,,,,,,,,,,,,,,
89,10,214030,3,14,2,"Perera to Gambhir, 2 runs","every time  goes back,  wanders out of his crease, like a kid who has fun when the baby-sitter isn't watching. This time he walks inside the line and dabs off the pads to backward square leg for a couple.",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 35, 'balls': 44}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 18, 'balls': 27}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4.3, 'maidens': 0, 'runs': 25, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",0.0,85915,90,75,2,India,IND,,,,,,,,,,,,,,,,,,,
90,9,214040,4,14,1,"Perera to Gambhir, 1 run","SL need to tighten up here, this is loose fielding.  opens the face and steers straight to short third man where  collects and flings wildly to give away an over throw.",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 36, 'balls': 45}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 18, 'balls': 27}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4.4, 'maidens': 0, 'runs': 26, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",0.0,85915,91,76,2,India,IND,,,,,,,,,,,,,,,,,,,
91,8,214050,5,14,1,"Perera to Kohli, 1 run","short and wide of off stump,  cuts decisively and in front of point for a single",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 19, 'balls': 28}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 36, 'balls': 45}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 4.5, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",0.0,85915,92,77,2,India,IND,,,,,,,,,,,,,,,,,,,
92,7,214060,6,14,4,"Perera to Gambhir, FOUR","the kid is still having fun though!  helps the cause by tossing a candy on the pads,  surreptitiously wolfs it down to fine leg with a crisp flick. Fifty stand up, Wankhede begins to make some noise as India go into the drinks break after a minor recovery.",<p>The baby sitter is watching. Sanga comes up to the crease.</p>,"<p>Time for me then, to hand over the commentary duties to Brydon Coverdale. Cheers.</p>",False,False,False,True,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 40, 'balls': 46}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 19, 'balls': 28}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",0.0,85915,93,81,2,India,IND,False,9.0,0.0,81.0,2.0,5.4,5.54,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 40, 'balls': 46}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 19, 'balls': 28}]","[{'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 1, 'maidens': 0, 'runs': 4, 'wickets': 0}]",IND,35.0,210.0,194.0,,,,,,
93,6,215010,1,15,1,"Randiv to Kohli, 1 run","good turn in to the right-hander but well played, as  cuts it away to deep point","<p>Thanks Nitin. The swings and roundabouts of this match continue, Sri Lanka were hot favourites when Tendulkar departed but now India might just have the edge, the way Gambhir and Kohli are playing. And how long until we see the great Murali?</p>",,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 20, 'balls': 29}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 40, 'balls': 46}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1.1, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",0.0,85915,94,82,2,India,IND,,,,,,,,,,,,,,,,,,,
94,5,215020,2,15,0,"Randiv to Gambhir, no run","around the wicket to , who pushes to leg and thinks about a run but doesn't take it",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 40, 'balls': 47}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 20, 'balls': 29}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1.2, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",0.0,85915,95,82,2,India,IND,,,,,,,,,,,,,,,,,,,
95,4,215030,3,15,1,"Randiv to Gambhir, 1 run",soft hands from  as he turns this one around the corner behind square leg,,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 20, 'balls': 29}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1.3, 'maidens': 0, 'runs': 6, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",0.0,85915,96,83,2,India,IND,,,,,,,,,,,,,,,,,,,
96,3,215040,4,15,2,"Randiv to Kohli, 2 runs","late cut and very nicely played, wide of the sole slip, but third man gets around to cut it off",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 22, 'balls': 30}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1.4, 'maidens': 0, 'runs': 8, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",0.0,85915,97,85,2,India,IND,,,,,,,,,,,,,,,,,,,
97,2,215050,5,15,0,"Randiv to Kohli, no run","flicked off the off stump towards midwicket,  can't find a gap",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 22, 'balls': 31}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 1.5, 'maidens': 0, 'runs': 8, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",0.0,85915,98,85,2,India,IND,,,,,,,,,,,,,,,,,,,
98,1,215060,6,15,1,"Randiv to Kohli, 1 run",a flicky sort of on-drive from  as he takes a step down the pitch and steers it to long-on,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 23, 'balls': 32}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",0.0,85915,99,86,2,India,IND,False,5.0,0.0,86.0,2.0,5.37,5.55,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 23, 'balls': 32}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}, {'id': '233514', 'name': 'Thisara Perera', 'overs': 5, 'maidens': 0, 'runs': 31, 'wickets': 0}]",IND,34.0,204.0,189.0,,,,,,
99,0,216010,1,16,3,"Dilshan to Kohli, 3 wides","and  starts with a bad ball, this one spins down leg side and is deflected by kkara",<p>Dilshan comes on for a bowl now</p>,,True,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 23, 'balls': 32}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 0, 'maidens': 0, 'runs': 3, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,100,89,2,India,IND,,,,,,,,,,,,,,,,,,,
100,24,216020,1,16,0,"Dilshan to Kohli, no run",turned away to the leg side,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 23, 'balls': 33}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 0.1, 'maidens': 0, 'runs': 3, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,101,89,2,India,IND,,,,,,,,,,,,,,,,,,,
101,23,216030,2,16,0,"Dilshan to Kohli, no run",again  flicks to leg,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 23, 'balls': 34}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 0.2, 'maidens': 0, 'runs': 3, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,102,89,2,India,IND,,,,,,,,,,,,,,,,,,,
102,22,216040,3,16,1,"Dilshan to Kohli, 1 run",clips it behind square leg for a run,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 35}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 41, 'balls': 48}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 0.3, 'maidens': 0, 'runs': 4, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,103,90,2,India,IND,,,,,,,,,,,,,,,,,,,
103,21,216050,4,16,1,"Dilshan to Gambhir, 1 run","a little too short from , and  gets on the back foot to punch this to cover, who can't field it cleanly and allows a single",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 42, 'balls': 49}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 35}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 0.4, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,104,91,2,India,IND,,,,,,,,,,,,,,,,,,,
104,20,216060,5,16,0,"Dilshan to Kohli, no run","ah,  tries to cut and the ball skids through to kkara, the batsman is deeply frustrated with himself for that shot, it was too full to try the cut",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 36}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 42, 'balls': 49}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 0.5, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,105,91,2,India,IND,,,,,,,,,,,,,,,,,,,
105,19,216070,6,16,0,"Dilshan to Kohli, no run",clipped away to leg,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 37}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 42, 'balls': 49}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",0.0,85915,106,91,2,India,IND,False,5.0,0.0,91.0,2.0,5.35,5.57,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 37}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 42, 'balls': 49}]","[{'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 0}]",IND,33.0,198.0,184.0,,,,,,
106,18,217010,1,17,0,"Randiv to Gambhir, no run","some turn there for , and  dabs it to the off side",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 42, 'balls': 50}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 37}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2.1, 'maidens': 0, 'runs': 9, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",0.0,85915,107,91,2,India,IND,,,,,,,,,,,,,,,,,,,
107,17,217020,2,17,4,"Randiv to Gambhir, FOUR"," goes for the slog-sweep and it comes off! He's found the big gap at deep midwicket and that ball bounces over the boundary, not far off being a six",,,False,False,False,True,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 46, 'balls': 51}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 37}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2.2, 'maidens': 0, 'runs': 13, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",0.0,85915,108,95,2,India,IND,,,,,,,,,,,,,,,,,,,
108,16,217030,3,17,1,"Randiv to Gambhir, 1 run",pushed to midwicket and he picks up a single,,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 47, 'balls': 52}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 37}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2.3, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",0.0,85915,109,96,2,India,IND,,,,,,,,,,,,,,,,,,,
109,15,217040,4,17,0,"Randiv to Kohli, no run","can't get bat on ball, trying to flick it to the leg side",<p>Randiv is around the wicket to Kohli now</p>,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 38}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 47, 'balls': 52}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2.4, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",0.0,85915,110,96,2,India,IND,,,,,,,,,,,,,,,,,,,
110,14,217050,5,17,0,"Randiv to Kohli, no run","oooh, not quite a chance, but almost! Inside edge on to the leg and the ball bobs just out of reach of kkara, who moves forward and to his right but can't quite get there",,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 39}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 47, 'balls': 52}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 2.5, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",0.0,85915,111,96,2,India,IND,,,,,,,,,,,,,,,,,,,
111,13,217060,6,17,0,"Randiv to Kohli, no run",clipped to square leg and can't find the gap,,,False,False,False,False,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 40}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 47, 'balls': 52}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",0.0,85915,112,96,2,India,IND,False,5.0,0.0,96.0,2.0,5.33,5.59,"[{'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 40}, {'id': '28763', 'name': 'Gautam Gambhir', 'runs': 47, 'balls': 52}]","[{'id': '50438', 'name': 'Suraj Randiv', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '48472', 'name': 'Tillakaratne Dilshan', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 0}]",IND,32.0,192.0,179.0,,,,,,
112,12,218010,1,18,0,"Muralidaran to Gambhir, no run",cut away to point and  can't find the gap,<p>Here he is! Muttiah Muralitharan to bowl in his last match for Sri Lanka</p>,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 47, 'balls': 53}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 40}]","[{'id': '49636', 'name': 'Muthiah Muralidaran', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",0.0,85915,113,96,2,India,IND,,,,,,,,,,,,,,,,,,,
113,11,218020,2,18,2,"Muralidaran to Gambhir, 2 runs","oh, is that a missed run-out?  punches off the back foot through point and they hurry back for two runs, the throw from the deep bounces awkwardly just short of kkara, who can't take it cleanly. Had he done so, a diving  may well have been in trouble!",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 49, 'balls': 54}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 40}]","[{'id': '49636', 'name': 'Muthiah Muralidaran', 'overs': 0.2, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",0.0,85915,114,98,2,India,IND,,,,,,,,,,,,,,,,,,,
114,10,218030,3,18,0,"Muralidaran to Gambhir, no run","and now a leading edge the the off side as  can't work it where he intended, to the leg side",,,False,False,False,False,"[{'id': '28763', 'name': 'Gautam Gambhir', 'runs': 49, 'balls': 55}, {'id': '253802', 'name': 'Virat Kohli', 'runs': 24, 'balls': 40}]","[{'id': '49636', 'name': 'Muthiah Muralidaran', 'overs': 0.3, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '50438', 'name': 'Suraj Randiv', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",0.0,85915,115,98,2,India,IND,,,,,,,,,,,,,,,,,,,
