,id,ball,over,runs,shortText,text,preText,postText,isWide,isNoball,isRetiredHurt,isBoundary,currentBatsmen,currentBowlers,ballTimestamp,currentInning.id,currentInning.balls,currentInning.runs,currentInning.wickets,currentInning.team.name,currentInning.team.shortName,matchOver.maiden,matchOver.runs,matchOver.wickets,matchOver.totalRuns,matchOver.totalWicket,matchOver.runRate,matchOver.requiredRunRate,matchOver.batsmen,matchOver.bowlers,matchOver.teamShortName,matchOver.remainingOvers,matchOver.remainingBalls,matchOver.remainingRuns,matchWicket.id,matchWicket.batsmanName,matchWicket.bowlerName,matchWicket.batsmanRuns,matchWicket.batsmanBalls,matchWicket.text
19,160,6,0,1,"Kumar to Mohammad Rizwan, 1 wide","<b>superb from DK</b>. Bhuvi looks for the big, booming inswinger but it flies down the leg side. DK flings himself low to his left at full stretch, and saves a certain boundary",,,TRUE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 5}, {'id': '348144', 'name': 'Babar Azam', 'runs': 0, 'balls': 0}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 0.5, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",1.66651E+12,244921,130,1,0,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
18,170,6,0,0,"Kumar to Mohammad Rizwan, no run","length ball, swinging in. Inside-edged into pad",,<p>Great start from Bhuvi.</p>,FALSE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}, {'id': '348144', 'name': 'Babar Azam', 'runs': 0, 'balls': 0}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",1.66651E+12,244921,131,1,0,Pakistan,PAK,FALSE,1,0,1,0,1,0,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}, {'id': '348144', 'name': 'Babar Azam', 'runs': 0, 'balls': 0}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",PAK,19,114,0,,,,,,
17,11010,1,1,0,"Arshdeep Singh to Babar Azam, OUT","<b>full, straight, pinned lbw first ball!</b> Erasmus raises the finger but Babar will <b>review</b>. This looked stone dead live. Full, swinging into the pads. Babar was looking to work it away with a roll of the wrists but it skidded into his shin. Was it doing too much to clip leg stump? Ultra-Edge confirms no bat involved. <b>Pitched in line, impact in line, hitting leg stump three-quarters of the way up!</b> Babar trudges off.","<p>Arshdeep will share the new ball. One slip, over the wicket. ""Babar, Babar!"" is the chant.</p>","<p><b>Alex Malcolm at the MCG:</b> ""I was at the MCG when Shane Warne took his 700th Test wicket. The roar when Marais Erasmus just raised his finger was louder than that.""</p><p>Wow. What a huge moment for Arshdeep Singh and for India! The captain goes first-ball and Arshdeep strikes on the biggest stage.</p>",FALSE,FALSE,FALSE,FALSE,"[{'id': '348144', 'name': 'Babar Azam', 'runs': 0, 'balls': 1}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",1.66651E+12,244921,132,1,1,Pakistan,PAK,,,,,,,,,,,,,,348144,Babar Azam,Arshdeep Singh,0,1,Babar Azam lbw b Arshdeep Singh 0 (10m 1b 0x4 0x6) SR: 0.00
16,11020,2,1,0,"Arshdeep Singh to Shan Masood, no run","<b>beaten first up</b>. Perfect seam position, swinging away from the left-hander and past his outside edge as he leans forward to defend",<p>Shan Masood at No. 3. Two slips.</p>,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 0, 'balls': 1}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 0.2, 'maidens': 0, 'runs': 0, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",1.66651E+12,244921,133,1,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
15,11030,3,1,0,"Arshdeep Singh to Shan Masood, no run","on a length, nipping into the left-hander's pad before skewing into the leg side","<p>NILAY: ""Finally tit for tat after an year! Our own left arm seamer!!""</p>",,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 0, 'balls': 2}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 0.3, 'maidens': 0, 'runs': 0, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",1.66651E+12,244921,134,1,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
14,11040,4,1,0,"Arshdeep Singh to Shan Masood, no run","<b>beaten flashing outside off</b>. Tentative shot from Masood, looking to poke away from his body. Arshdeep's outswinger is too good for him. 82mph/132kph",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 0, 'balls': 3}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 0.4, 'maidens': 0, 'runs': 0, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",1.66651E+12,244921,135,1,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
13,11050,5,1,1,"Arshdeep Singh to Shan Masood, 1 run","<b>Masood BBQs himself but Kohli's throw is wide!</b> The adrenaline is pumping on both sides. Masood defends a length ball straight to mid-off and sets off for an impossible single. Kohli, at mid-off, is close to the stumps and underarms from point-blank range, but somehow misses with Masood hardly in the frame!",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 1, 'balls': 4}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 0, 'balls': 6}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 0.5, 'maidens': 0, 'runs': 1, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",1.66651E+12,244921,136,2,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
12,11060,6,1,4,"Arshdeep Singh to Mohammad Rizwan, FOUR","<strong>tickled away fine for the first boundary off the bat</strong>. Arshdeep went full and straight, looking for the magic ball again, but it was slightly overpitched as it tailed in late. Rizwan clips the low full toss away, rolling the wrists and whipping it fine",<p>One slip.</p>,,FALSE,FALSE,FALSE,TRUE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}, {'id': '233901', 'name': 'Shan Masood', 'runs': 1, 'balls': 4}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",1.66651E+12,244921,137,6,1,Pakistan,PAK,FALSE,5,1,6,1,3,0,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}, {'id': '233901', 'name': 'Shan Masood', 'runs': 1, 'balls': 4}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",PAK,18,108,0,,,,,,
11,12010,1,2,1,"Kumar to Shan Masood, 1 wide","length ball, pushed across him outside his off stump. Masood plays away from his body and can't lay bat on ball",<p>Two slips. Over the wicket</p>,,TRUE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 1, 'balls': 4}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,138,7,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
10,12020,1,2,0,"Kumar to Shan Masood, no run","<strong>cuts him in half</strong> but Masood survives. Length ball, swinging back in late. Skewed away to Rahul at first slip who takes a good low chance, but hardly an appeal from India. Clearly struck him high on the thigh after missing the inside edge",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 1, 'balls': 5}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1.1, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,139,7,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
9,12030,2,2,0,"Kumar to Shan Masood, no run","<b>strangled appeal for lbw</b> but looked too high. Pitched in line, just short of a good length, and skewed away into the off side",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 1, 'balls': 6}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1.2, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,140,7,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
8,12040,3,2,2,"Kumar to Shan Masood, 2 runs","<b>booming inswinger</b>, somehow kept out. Full and straight, well watched by Masood. Digs it out with a wristy flick down to Shami at long leg",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 3, 'balls': 7}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1.3, 'maidens': 0, 'runs': 4, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,141,9,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
7,12050,4,2,0,"Kumar to Shan Masood, no run","struck on the pad again and another strangled appeal from Bhuvi, but pitched outside leg this time",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 3, 'balls': 8}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1.4, 'maidens': 0, 'runs': 4, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,142,9,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
6,12060,5,2,1,"Kumar to Shan Masood, 1 run","<b>Masood finally gets off strike</b> with a scampered single. Yorker length on fourth stump, inside edged into the leg side",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 4, 'balls': 9}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 7}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 1.5, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,143,10,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
5,12070,6,2,0,"Kumar to Mohammad Rizwan, no run","full and swinging into the pads. Angling down the leg side, and skids into Rizwan's boot",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 8}, {'id': '233901', 'name': 'Shan Masood', 'runs': 4, 'balls': 9}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",1.66651E+12,244921,144,10,1,Pakistan,PAK,FALSE,4,0,10,1,3.33,0,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 8}, {'id': '233901', 'name': 'Shan Masood', 'runs': 4, 'balls': 9}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1, 'maidens': 0, 'runs': 5, 'wickets': 1}]",PAK,17,102,0,,,,,,
4,13010,1,3,4,"Arshdeep Singh to Shan Masood, FOUR","<b>clipped away fine</b>. 82mph/132kph, angling in and swinging down the leg side. A freebie on the pads, and Masood cashes in",,,FALSE,FALSE,FALSE,TRUE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 8, 'balls': 10}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 8}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1.1, 'maidens': 0, 'runs': 9, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",1.66651E+12,244921,145,14,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
3,13020,2,3,1,"Arshdeep Singh to Shan Masood, 1 run","on a length, nudged straight to midwicket but they have time to scamper through for a single",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 11}, {'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 8}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1.2, 'maidens': 0, 'runs': 10, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",1.66651E+12,244921,146,15,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
2,13030,3,3,0,"Arshdeep Singh to Mohammad Rizwan, no run","<b>beaten outside off</b>. Rizwan played for the inswinger but it held its line behind zipping away late, past his outside edge","<p>Raghav: ""Could Kohli have run to the stumps and ran out a la Rhodes in 1992? Was that a possibility?"" -- Might well have been able to, yep.</p>",,FALSE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 9}, {'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 11}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1.3, 'maidens': 0, 'runs': 10, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",1.66651E+12,244921,147,15,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
1,13040,4,3,0,"Arshdeep Singh to Mohammad Rizwan, no run","<b>beaten on the edge again</b>. 81mph/130kph, angling across the right-hander and past his outside edge as Rizwan looks to steer into the off side",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 10}, {'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 11}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1.4, 'maidens': 0, 'runs': 10, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",1.66651E+12,244921,148,15,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
0,13050,5,3,0,"Arshdeep Singh to Mohammad Rizwan, no run","<b>chipped up, agonisingly short of Kohli at mid-on!</b> Arshdeep is all over Rizwan. Inswinger this time, on a length, but Rizwan got himself into an awkward position. Lobbed up via a leading edge, hanging in the air for an age, but Kohli couldn't quite scamper in before it landed, and took it on the half-volley",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 11}, {'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 11}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 1.5, 'maidens': 0, 'runs': 10, 'wickets': 1}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",1.66651E+12,244921,149,15,1,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
24,13060,6,3,0,"Arshdeep Singh to Mohammad Rizwan, OUT","<b>bounced out, top-edged down Bhuvi's throat! India are all over Pakistan, whose prolific openers have managed four runs off 13 balls between them</b>. Arshdeep drops short, Rizwan takes on the hook shot but is rushed for pace by the extra bounce. Fine leg is set deep on the rope, and completes a straightforward catch. <b>Arshdeep has another!</b>",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 12}, {'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 11}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",1.66651E+12,244921,150,15,2,Pakistan,PAK,FALSE,5,1,15,2,3.75,0,"[{'id': '323389', 'name': 'Mohammad Rizwan', 'runs': 4, 'balls': 12}, {'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 11}]","[{'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2, 'maidens': 0, 'runs': 5, 'wickets': 0}]",PAK,16,96,0,323389,Mohammad Rizwan,Arshdeep Singh,4,12,Mohammad Rizwan c Kumar b Arshdeep Singh 4 (25m 12b 1x4 0x6) SR: 33.33
23,14010,1,4,0,"Kumar to Shan Masood, no run","plays and misses outside his off stump. A hint of width, but Masood couldn't lay bat on ball. 84mph/135kph","<p>Iftikhar walks out at No. 4, at the non-striker's. Rohit keeps Bhuvi on.</p>",,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 9, 'balls': 12}, {'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 0, 'balls': 0}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2.1, 'maidens': 0, 'runs': 5, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",1.66651E+12,244921,151,15,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
22,14020,2,4,3,"Kumar to Shan Masood, 3 runs","flicked away through midwicket, into the gap. The playing surface is so big that they will scamper back for three. Masood checked the shot, playing across the line, and found the gap without much timing",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 13}, {'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 0, 'balls': 0}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2.2, 'maidens': 0, 'runs': 8, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",1.66651E+12,244921,152,18,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
21,14030,3,4,2,"Kumar to Iftikhar Ahmed, 2 runs","worked away through the leg side. Full inswinger, 83mph/134kph, whipped away calmly through midwicket",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 2, 'balls': 1}, {'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 13}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2.3, 'maidens': 0, 'runs': 10, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",1.66651E+12,244921,153,20,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
20,14040,4,4,0,"Kumar to Iftikhar Ahmed, no run","hung wide outside off, leaves the outswinger alone. 86mph/138kph",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 2, 'balls': 2}, {'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 13}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2.4, 'maidens': 0, 'runs': 10, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",1.66651E+12,244921,154,20,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
19,14050,5,4,4,"Kumar to Iftikhar Ahmed, FOUR","banged in short, wide outside off. Iftikhar picks the short ball, and <strong>flat-bats a pull through wide mid-on for four</strong>! Sat up nicely, with enough width for him to really free his arms, and Ashwin was a spectator at mid-on",,,FALSE,FALSE,FALSE,TRUE,"[{'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 3}, {'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 13}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 2.5, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",1.66651E+12,244921,155,24,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
18,14060,6,4,0,"Kumar to Iftikhar Ahmed, no run","outswinger on a length, left alone",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 4}, {'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 13}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",1.66651E+12,244921,156,24,2,Pakistan,PAK,FALSE,9,0,24,2,4.8,0,"[{'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 4}, {'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 13}]","[{'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}, {'id': '1125976', 'name': 'Arshdeep Singh', 'overs': 2, 'maidens': 0, 'runs': 10, 'wickets': 2}]",PAK,15,90,0,,,,,,
17,15010,1,5,0,"Mohammed Shami to Shan Masood, no run","angling in from wide on the crease. Masood has to adjust late, jamming down and defending via the inside edge. 85mph/137kph","<p>Shami to close out the powerplay, around the wicket with two slips still.</p><p><B>Sampath Bandarupalli:</b> ""4 runs between Mohammad Rizwan and Babar Azam, the fewest they scored in a T20I where they opened together. Previous fewest was 5 runs in the 7th T20I vs England earlier this month.""</p>",,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 14}, {'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 4}]","[{'id': '481896', 'name': 'Mohammed Shami', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",1.66651E+12,244921,157,24,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
16,15020,2,5,0,"Mohammed Shami to Shan Masood, no run","angling in, just short of a good length. Masood is struck on the thigh pad",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 12, 'balls': 15}, {'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 4}]","[{'id': '481896', 'name': 'Mohammed Shami', 'overs': 0.2, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",1.66651E+12,244921,158,24,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
15,15030,3,5,4,"Mohammed Shami to Shan Masood, FOUR","<b>slashed away through point!</b> Very wide outside off, back of a length, and Masood back-cuts with precision, finding the gap between backward point and cover. 86mph/138kph",,,FALSE,FALSE,FALSE,TRUE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 16, 'balls': 16}, {'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 4}]","[{'id': '481896', 'name': 'Mohammed Shami', 'overs': 0.3, 'maidens': 0, 'runs': 4, 'wickets': 0}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",1.66651E+12,244921,159,28,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
14,15040,4,5,3,"Mohammed Shami to Shan Masood, 3 runs","<b>whipped off the pads this time</b>. Shami over-adjusts, and Masood rolls the wrists to work through square leg. The fielder, Hooda, gives chase and hauls it back in",,,FALSE,FALSE,FALSE,FALSE,"[{'id': '233901', 'name': 'Shan Masood', 'runs': 19, 'balls': 17}, {'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 4}]","[{'id': '481896', 'name': 'Mohammed Shami', 'overs': 0.4, 'maidens': 0, 'runs': 7, 'wickets': 0}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",1.66651E+12,244921,160,31,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
13,15050,5,5,0,"Mohammed Shami to Iftikhar Ahmed, no run","angling back in on a good length, worked into the leg side but straight to midwicket. 86mph/136kph",<p>Over the wicket now. Still two slips.</p>,,FALSE,FALSE,FALSE,FALSE,"[{'id': '480603', 'name': 'Iftikhar Ahmed', 'runs': 6, 'balls': 5}, {'id': '233901', 'name': 'Shan Masood', 'runs': 19, 'balls': 17}]","[{'id': '481896', 'name': 'Mohammed Shami', 'overs': 0.5, 'maidens': 0, 'runs': 7, 'wickets': 0}, {'id': '326016', 'name': 'Bhuvneshwar Kumar', 'overs': 3, 'maidens': 0, 'runs': 14, 'wickets': 0}]",1.66651E+12,244921,161,31,2,Pakistan,PAK,,,,,,,,,,,,,,,,,,,
